image_name,category,file_size,path
battery_385.jpg,battery,11095,standardized_256\battery\battery_385.jpg
battery_386.jpg,battery,25962,standardized_256\battery\battery_386.jpg
battery_387.jpg,battery,12000,standardized_256\battery\battery_387.jpg
battery_388.jpg,battery,14696,standardized_256\battery\battery_388.jpg
battery_389.jpg,battery,12117,standardized_256\battery\battery_389.jpg
battery_39.jpg,battery,15880,standardized_256\battery\battery_39.jpg
battery_390.jpg,battery,15348,standardized_256\battery\battery_390.jpg
battery_391.jpg,battery,14101,standardized_256\battery\battery_391.jpg
battery_392.jpg,battery,32444,standardized_256\battery\battery_392.jpg
battery_393.jpg,battery,18791,standardized_256\battery\battery_393.jpg
battery_394.jpg,battery,11499,standardized_256\battery\battery_394.jpg
battery_395.jpg,battery,8252,standardized_256\battery\battery_395.jpg
battery_396.jpg,battery,22137,standardized_256\battery\battery_396.jpg
battery_397.jpg,battery,26344,standardized_256\battery\battery_397.jpg
battery_398.jpg,battery,9828,standardized_256\battery\battery_398.jpg
battery_399.jpg,battery,14363,standardized_256\battery\battery_399.jpg
battery_4.jpg,battery,9762,standardized_256\battery\battery_4.jpg
battery_40.jpg,battery,8831,standardized_256\battery\battery_40.jpg
battery_400.jpg,battery,25943,standardized_256\battery\battery_400.jpg
battery_401.jpg,battery,9400,standardized_256\battery\battery_401.jpg
battery_402.jpg,battery,13382,standardized_256\battery\battery_402.jpg
battery_403.jpg,battery,25886,standardized_256\battery\battery_403.jpg
battery_404.jpg,battery,17260,standardized_256\battery\battery_404.jpg
battery_405.jpg,battery,18198,standardized_256\battery\battery_405.jpg
battery_406.jpg,battery,14520,standardized_256\battery\battery_406.jpg
battery_407.jpg,battery,20779,standardized_256\battery\battery_407.jpg
battery_408.jpg,battery,17199,standardized_256\battery\battery_408.jpg
battery_409.jpg,battery,23415,standardized_256\battery\battery_409.jpg
battery_41.jpg,battery,30875,standardized_256\battery\battery_41.jpg
battery_410.jpg,battery,11738,standardized_256\battery\battery_410.jpg
battery_411.jpg,battery,22151,standardized_256\battery\battery_411.jpg
battery_412.jpg,battery,23451,standardized_256\battery\battery_412.jpg
battery_413.jpg,battery,11336,standardized_256\battery\battery_413.jpg
battery_414.jpg,battery,12863,standardized_256\battery\battery_414.jpg
battery_415.jpg,battery,16878,standardized_256\battery\battery_415.jpg
battery_416.jpg,battery,19305,standardized_256\battery\battery_416.jpg
battery_417.jpg,battery,17420,standardized_256\battery\battery_417.jpg
battery_418.jpg,battery,8655,standardized_256\battery\battery_418.jpg
battery_419.jpg,battery,8025,standardized_256\battery\battery_419.jpg
battery_42.jpg,battery,13350,standardized_256\battery\battery_42.jpg
battery_420.jpg,battery,22824,standardized_256\battery\battery_420.jpg
battery_421.jpg,battery,8770,standardized_256\battery\battery_421.jpg
battery_422.jpg,battery,14257,standardized_256\battery\battery_422.jpg
battery_423.jpg,battery,15151,standardized_256\battery\battery_423.jpg
battery_424.jpg,battery,25290,standardized_256\battery\battery_424.jpg
battery_425.jpg,battery,9630,standardized_256\battery\battery_425.jpg
battery_426.jpg,battery,17506,standardized_256\battery\battery_426.jpg
battery_427.jpg,battery,11047,standardized_256\battery\battery_427.jpg
battery_428.jpg,battery,8576,standardized_256\battery\battery_428.jpg
battery_429.jpg,battery,23470,standardized_256\battery\battery_429.jpg
battery_43.jpg,battery,16178,standardized_256\battery\battery_43.jpg
battery_430.jpg,battery,9193,standardized_256\battery\battery_430.jpg
battery_431.jpg,battery,20079,standardized_256\battery\battery_431.jpg
battery_432.jpg,battery,8209,standardized_256\battery\battery_432.jpg
battery_433.jpg,battery,19621,standardized_256\battery\battery_433.jpg
battery_434.jpg,battery,11331,standardized_256\battery\battery_434.jpg
battery_435.jpg,battery,15303,standardized_256\battery\battery_435.jpg
battery_436.jpg,battery,11413,standardized_256\battery\battery_436.jpg
battery_437.jpg,battery,16572,standardized_256\battery\battery_437.jpg
battery_438.jpg,battery,21313,standardized_256\battery\battery_438.jpg
battery_439.jpg,battery,10278,standardized_256\battery\battery_439.jpg
battery_44.jpg,battery,20936,standardized_256\battery\battery_44.jpg
battery_440.jpg,battery,22744,standardized_256\battery\battery_440.jpg
battery_441.jpg,battery,12792,standardized_256\battery\battery_441.jpg
battery_442.jpg,battery,13477,standardized_256\battery\battery_442.jpg
battery_443.jpg,battery,21922,standardized_256\battery\battery_443.jpg
battery_444.jpg,battery,12136,standardized_256\battery\battery_444.jpg
battery_445.jpg,battery,12234,standardized_256\battery\battery_445.jpg
battery_446.jpg,battery,18896,standardized_256\battery\battery_446.jpg
battery_447.jpg,battery,11239,standardized_256\battery\battery_447.jpg
battery_448.jpg,battery,8633,standardized_256\battery\battery_448.jpg
battery_449.jpg,battery,12771,standardized_256\battery\battery_449.jpg
battery_45.jpg,battery,11605,standardized_256\battery\battery_45.jpg
battery_450.jpg,battery,11900,standardized_256\battery\battery_450.jpg
battery_451.jpg,battery,21170,standardized_256\battery\battery_451.jpg
battery_452.jpg,battery,15330,standardized_256\battery\battery_452.jpg
battery_453.jpg,battery,21764,standardized_256\battery\battery_453.jpg
battery_454.jpg,battery,13217,standardized_256\battery\battery_454.jpg
battery_455.jpg,battery,18638,standardized_256\battery\battery_455.jpg
battery_456.jpg,battery,23254,standardized_256\battery\battery_456.jpg
battery_457.jpg,battery,13566,standardized_256\battery\battery_457.jpg
battery_458.jpg,battery,19198,standardized_256\battery\battery_458.jpg
battery_459.jpg,battery,18347,standardized_256\battery\battery_459.jpg
battery_46.jpg,battery,15025,standardized_256\battery\battery_46.jpg
battery_460.jpg,battery,23088,standardized_256\battery\battery_460.jpg
battery_461.jpg,battery,13539,standardized_256\battery\battery_461.jpg
battery_462.jpg,battery,14941,standardized_256\battery\battery_462.jpg
battery_463.jpg,battery,10640,standardized_256\battery\battery_463.jpg
battery_464.jpg,battery,18004,standardized_256\battery\battery_464.jpg
battery_465.jpg,battery,24871,standardized_256\battery\battery_465.jpg
battery_466.jpg,battery,8547,standardized_256\battery\battery_466.jpg
battery_467.jpg,battery,17044,standardized_256\battery\battery_467.jpg
battery_468.jpg,battery,8298,standardized_256\battery\battery_468.jpg
battery_469.jpg,battery,22151,standardized_256\battery\battery_469.jpg
battery_47.jpg,battery,23243,standardized_256\battery\battery_47.jpg
battery_470.jpg,battery,13499,standardized_256\battery\battery_470.jpg
battery_471.jpg,battery,18712,standardized_256\battery\battery_471.jpg
battery_472.jpg,battery,33193,standardized_256\battery\battery_472.jpg
battery_473.jpg,battery,12143,standardized_256\battery\battery_473.jpg
battery_474.jpg,battery,15279,standardized_256\battery\battery_474.jpg
battery_475.jpg,battery,6813,standardized_256\battery\battery_475.jpg
battery_476.jpg,battery,8156,standardized_256\battery\battery_476.jpg
battery_477.jpg,battery,6608,standardized_256\battery\battery_477.jpg
battery_478.jpg,battery,15564,standardized_256\battery\battery_478.jpg
battery_479.jpg,battery,32944,standardized_256\battery\battery_479.jpg
battery_48.jpg,battery,9651,standardized_256\battery\battery_48.jpg
